x,y,z,gx,gy,gz,motor0,motor1,motor2,motor3
0.0767751,0.117555,4.85953,0,0,5,0,0,0,0
0.076448,0.115521,4.85871,0,0,5,0,0,0,0
0.076448,0.115521,4.85871,0,0,5,0,0,0,0
0.0759313,0.113081,4.85795,0,0,5,0,0,0,0
0.0759313,0.113081,4.85795,0,0,5,0,0,0,0
0.0754992,0.111277,4.85747,0,0,5,0,0,0,0
0.0754992,0.111277,4.85747,0,0,5,0,0,0,0
0.0754992,0.111277,4.85747,0,0,5,0,0,0,0
0.0749915,0.109336,4.85701,0,0,5,0,0,0,0
0.0749915,0.109336,4.85701,0,0,5,0,0,0,0
0.074038,0.1062,4.85638,0,0,5,0,0,0,0
0.074038,0.1062,4.85638,0,0,5,0,0,0,0
0.0733153,0.103988,4.85598,0,0,5,0,0,0,0
0.0720217,0.100514,4.85543,0,0,5,0,0,0,0
0.0720217,0.100514,4.85543,0,0,5,0,0,0,0
0.0720217,0.100514,4.85543,0,0,5,0,0,0,0
0.0710809,0.098119,4.85511,0,0,5,0,0,0,0
0.0710809,0.098119,4.85511,0,0,5,0,0,0,0
0.0695374,0.0944272,4.85471,0,0,5,0,0,0,0
0.0678314,0.0906167,4.85442,0,0,5,0,0,0,0
0.0678314,0.0906167,4.85442,0,0,5,0,0,0,0
0.0666357,0.0880447,4.85427,0,0,5,0,0,0,0
0.0653833,0.0854571,4.85415,0,0,5,0,0,0,0
0.0653833,0.0854571,4.85415,0,0,5,0,0,0,0
0.0653833,0.0854571,4.85415,0,0,5,0,0,0,0
0.0634341,0.0815706,4.85404,0,0,5,0,0,0,0
0.0634341,0.0815706,4.85404,0,0,5,0,0,0,0
0.0620761,0.0790054,4.85402,0,0,5,0,0,0,0
0.0599554,0.0752321,4.85403,0,0,5,0,0,0,0
0.0599554,0.0752321,4.85403,0,0,5,0,0,0,0
0.058508,0.0727507,4.85408,0,0,5,0,0,0,0
0.058508,0.0727507,4.85408,0,0,5,0,0,0,0
0.0562733,0.0691743,4.85429,0,0,5,0,0,0,0
0.0562733,0.0691743,4.85429,0,0,5,0,0,0,0
0.0562733,0.0691743,4.85429,0,0,5,0,0,0,0
0.0547754,0.0668639,4.85448,0,0,5,0,0,0,0
0.0547754,0.0668639,4.85448,0,0,5,0,0,0,0
0.052513,0.0635219,4.85484,0,0,5,0,0,0,0
0.052513,0.0635219,4.85484,0,0,5,0,0,0,0
0.0510037,0.0614213,4.85513,0,0,5,0,0,0,0
0.0510037,0.0614213,4.85513,0,0,5,0,0,0,0
0.0495067,0.0593707,4.85543,0,0,5,0,0,0,0
0.0495067,0.0593707,4.85543,0,0,5,0,0,0,0
0.0495067,0.0593707,4.85543,0,0,5,0,0,0,0
0.0465595,0.055546,4.85619,0,0,5,0,0,0,0
0.0465595,0.055546,4.85619,0,0,5,0,0,0,0
0.0451112,0.0537616,4.85668,0,0,5,0,0,0,0
0.0451112,0.0537616,4.85668,0,0,5,0,0,0,0
0.0429878,0.0512411,4.85745,0,0,5,0,0,0,0
0.0429878,0.0512411,4.85745,0,0,5,0,0,0,0
0.0416161,0.0496846,4.858,0,0,5,0,0,0,0
0.0416161,0.0496846,4.858,0,0,5,0,0,0,0
0.0416161,0.0496846,4.858,0,0,5,0,0,0,0
0.0402614,0.0482024,4.85854,0,0,5,0,0,0,0
0.0402614,0.0482024,4.85854,0,0,5,0,0,0,0
0.038308,0.046207,4.85939,0,0,5,0,0,0,0
0.038308,0.046207,4.85939,0,0,5,0,0,0,0
0.038308,0.046207,4.85939,0,0,5,0,0,0,0
0.0364517,0.0444594,4.86027,0,0,5,0,0,0,0
0.0352559,0.0434176,4.8608,0,0,5,0,0,0,0
0.0352559,0.0434176,4.8608,0,0,5,0,0,0,0
0.0352559,0.0434176,4.8608,0,0,5,0,0,0,0
0.033549,0.0420632,4.86161,0,0,5,0,0,0,0
0.033549,0.0420632,4.86161,0,0,5,0,0,0,0
0.0324521,0.0412791,4.86213,0,0,5,0,0,0,0
0.0324521,0.0412791,4.86213,0,0,5,0,0,0,0
0.0313915,0.0405943,4.86262,0,0,5,0,0,0,0
0.0313915,0.0405943,4.86262,0,0,5,0,0,0,0
0.0313915,0.0405943,4.86262,0,0,5,0,0,0,0
0.0313915,0.0405943,4.86262,0,0,5,0,0,0,0
0.0298785,0.0397656,4.86332,0,0,5,0,0,0,0
