x,y,z,gx,gy,gz
-0.391373,-0.0775409,-0.0273019,0.576636,1.06465,4.19221
-0.392105,-0.0770972,-0.0277038,0.578376,1.0673,4.19279
-0.392796,-0.0765958,-0.0281011,0.580115,1.06995,4.19337
-0.393449,-0.0760366,-0.0284941,0.581853,1.07259,4.19395
-0.394066,-0.0754201,-0.028883,0.583589,1.07522,4.19453
-0.394651,-0.0747467,-0.029268,0.585325,1.07785,4.19511
-0.395208,-0.074017,-0.0296495,0.587061,1.08046,4.19569
-0.395738,-0.0732319,-0.0300283,0.588795,1.08308,4.19626
-0.396246,-0.0723924,-0.0304045,0.590528,1.08568,4.19684
-0.396735,-0.0714997,-0.0307786,0.59226,1.08828,4.19742
-0.397206,-0.0705554,-0.0311507,0.593991,1.09087,4.198
-0.397664,-0.0695609,-0.0315207,0.595722,1.09345,4.19857
-0.398111,-0.0685182,-0.0318887,0.597451,1.09603,4.19915
-0.398548,-0.067429,-0.0322548,0.59918,1.0986,4.19973
-0.398979,-0.0662956,-0.0326189,0.600907,1.10116,4.2003
-0.399404,-0.0651203,-0.0329805,0.602634,1.10372,4.20088
-0.399827,-0.0639053,-0.0333397,0.60436,1.10627,4.20145
-0.400247,-0.0626532,-0.0336965,0.606084,1.10881,4.20203
-0.400667,-0.0613665,-0.034051,0.607808,1.11135,4.2026
-0.401087,-0.060048,-0.0344034,0.609531,1.11388,4.20318
-0.401507,-0.0587002,-0.0347544,0.611253,1.1164,4.20375
-0.401929,-0.0573259,-0.0351046,0.612974,1.11891,4.20432
-0.402351,-0.0559278,-0.0354543,0.614694,1.12142,4.2049
-0.402774,-0.0545088,-0.0358031,0.616412,1.12392,4.20547
-0.403196,-0.0530714,-0.0361501,0.61813,1.12641,4.20604
-0.403618,-0.0516184,-0.0364953,0.619847,1.1289,4.20662
-0.404038,-0.0501525,-0.0368388,0.621563,1.13138,4.20719
-0.404454,-0.048676,-0.0371805,0.623278,1.13385,4.20776
-0.404865,-0.0471914,-0.0375204,0.624992,1.13631,4.20833
-0.405269,-0.0457011,-0.0378586,0.626705,1.13877,4.2089
-0.405665,-0.0442072,-0.038195,0.628418,1.14122,4.20947
-0.406049,-0.0427116,-0.0385295,0.630129,1.14366,4.21004
-0.406421,-0.0412164,-0.0388621,0.631839,1.1461,4.21061
-0.406776,-0.0397231,-0.0391924,0.633548,1.14853,4.21118
-0.407114,-0.0382335,-0.0395196,0.635256,1.15095,4.21175
-0.407432,-0.0367487,-0.0398435,0.636963,1.15336,4.21232
-0.407726,-0.0352701,-0.040164,0.638669,1.15577,4.21289
-0.407994,-0.0337986,-0.0404811,0.640374,1.15817,4.21346
-0.408235,-0.0323351,-0.040795,0.642078,1.16056,4.21403
-0.408445,-0.0308803,-0.0411055,0.643781,1.16295,4.21459
-0.408622,-0.0294345,-0.0414123,0.645483,1.16532,4.21516
-0.408764,-0.0279982,-0.0417153,0.647184,1.16769,4.21573
-0.408869,-0.0265715,-0.042014,0.648884,1.17006,4.21629
-0.408935,-0.0251543,-0.0423078,0.650583,1.17241,4.21686
-0.408959,-0.0237465,-0.0425964,0.652281,1.17476,4.21743
-0.408941,-0.0223477,-0.0428799,0.653978,1.1771,4.21799
-0.408879,-0.0209576,-0.0431581,0.655674,1.17943,4.21856
-0.408772,-0.0195755,-0.0434311,0.657368,1.18176,4.21912
-0.408619,-0.018201,-0.043699,0.659062,1.18408,4.21969
-0.408419,-0.0168331,-0.0439624,0.660755,1.18639,4.22025
-0.408171,-0.0154711,-0.0442215,0.662447,1.18869,4.22082
-0.407876,-0.0141141,-0.0444762,0.664137,1.19099,4.22138
-0.407533,-0.0127614,-0.0447262,0.665827,1.19327,4.22194
-0.407144,-0.0114119,-0.0449719,0.667516,1.19555,4.22251
-0.406708,-0.0100649,-0.0452134,0.669203,1.19783,4.22307
-0.406226,-0.00871956,-0.0454507,0.670889,1.20009,4.22363
-0.4057,-0.00737502,-0.0456837,0.672575,1.20235,4.22419
-0.40513,-0.0060306,-0.0459122,0.674259,1.2046,4.22475
